"subj","pred","obj"
"http://example.com/ontology#G15_P001","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.com/ontology#StageSequence"
"http://example.com/ontology#G15_P001","http://example.com/ontology#sequence","Peel and dice the pumpkin. Boil until tender. Blend with heavy cream, salt, and pepper until smooth. Serve warm."
"http://example.com/ontology#G38_I007","http://example.com/ontology#at_its_best","Autumn"
"http://example.com/ontology#G38_I007","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.com/ontology#Food"
"http://example.com/ontology#G38_I007","http://example.com/ontology#quantity","4 cups, sliced."
"http://example.com/ontology#G38_I007","http://example.com/ontology#name","Apples"
"http://example.com/ontology#G32_D001","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.com/ontology#Recipe"
"http://example.com/ontology#G32_D001","http://example.com/ontology#occasion","autumn gatherings"
"http://example.com/ontology#G32_D001","http://example.com/ontology#cuisine","American"
"http://example.com/ontology#G32_D001","http://example.com/ontology#serves","6 people"
"http://example.com/ontology#G32_D001","http://example.com/ontology#diet","vegetarian"
"http://example.com/ontology#G32_D001","http://example.com/ontology#name","Apple Crumble"
"http://example.com/ontology#G32_D001","http://example.com/ontology#stages","http://example.com/ontology#G32_D002"
"http://example.com/ontology#G46_D001","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.com/ontology#Recipe"
"http://example.com/ontology#G46_D001","http://example.com/ontology#occasion","Thanksgiving"
"http://example.com/ontology#G46_D001","http://example.com/ontology#cuisine","American"
"http://example.com/ontology#G46_D001","http://example.com/ontology#serves","6"
"http://example.com/ontology#G46_D001","http://example.com/ontology#diet","gluten-free"
"http://example.com/ontology#G46_D001","http://example.com/ontology#name","Herb-Roasted Turkey"
"http://example.com/ontology#G46_D001","http://example.com/ontology#stages","http://example.com/ontology#G46_P002"
"http://example.com/ontology#G13_MD002","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.com/ontology#Recipe"
"http://example.com/ontology#G13_MD002","http://example.com/ontology#occasion","summer dinners"
"http://example.com/ontology#G13_MD002","http://example.com/ontology#serves","4 people"
"http://example.com/ontology#G13_MD002","http://example.com/ontology#diet","Mediterranean diet"
"http://example.com/ontology#G13_MD002","http://example.com/ontology#name","Grilled Lamb Chops"
"http://example.com/ontology#G13_MD002","http://example.com/ontology#stages","http://example.com/ontology#G13_P006"
"http://example.com/ontology#G33_F010","http://example.com/ontology#at_its_best","autumn"
