"subj","pred","obj"
"http://example.com/ontology#A0G10_Menu-MNU004","http://example.com/ontology#side_dish","http://example.com/ontology#A0G10_Dish002"
"http://example.com/ontology#A1G9_ING014","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.com/ontology#Food"
"http://example.com/ontology#A1G9_ING014","http://example.com/ontology#produces","http://example.com/ontology#A1G9_REC017"
"http://example.com/ontology#A1G9_ING014","http://example.com/ontology#quantity","10 sheets"
"http://example.com/ontology#A1G9_ING014","http://example.com/ontology#name","Rice Paper"
"http://example.com/ontology#A1G5_PR102","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.com/ontology#StageSequence"
"http://example.com/ontology#A1G5_PR102","http://example.com/ontology#sequence","Blend peeled and seeded cucumbers with yogurt, mint, and a pinch of salt, then chill before serving."
"http://example.com/ontology#A0G4_ST102","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.com/ontology#Recipe"
"http://example.com/ontology#A0G4_ST102","http://example.com/ontology#occasion","summer"
"http://example.com/ontology#A0G4_ST102","http://example.com/ontology#cuisine","Spanish"
"http://example.com/ontology#A0G4_ST102","http://example.com/ontology#serves","4"
"http://example.com/ontology#A0G4_ST102","http://example.com/ontology#diet","vegan, gluten-free"
"http://example.com/ontology#A0G4_ST102","http://example.com/ontology#name","Gazpacho"
"http://example.com/ontology#A2G9_Dish004","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.com/ontology#Recipe"
"http://example.com/ontology#A2G9_Dish004","http://example.com/ontology#serves","4 people"
"http://example.com/ontology#A2G9_Dish004","http://example.com/ontology#diet","gluten-free"
"http://example.com/ontology#A2G9_Dish004","http://example.com/ontology#name","Lentil Curry"
"http://example.com/ontology#A2G2_Procedure003","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.com/ontology#StageSequence"
"http://example.com/ontology#A2G2_Procedure003","http://example.com/ontology#sequence","To prepare the Herb-Roasted Chicken (DIS009), start by preheating your oven to 375°F. Then, season the whole chicken (ING003) with salt, pepper, and a mixture of fresh rosemary (ING003) and garlic cloves (ING003). Finally, roast the chicken in the oven for about 1 to 1.5 hours, or until the internal temperature reaches 165°F."
"http://example.com/ontology#A2G7_IN109","http://example.com/ontology#at_its_best","spring"
"http://example.com/ontology#A2G7_IN109","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.com/ontology#Food"
"http://example.com/ontology#A2G7_IN109","http://example.com/ontology#produces","http://example.com/ontology#A2G7_DE106"
"http://example.com/ontology#A2G7_IN109","http://example.com/ontology#quantity","300 grams"
"http://example.com/ontology#A2G7_IN109","http://example.com/ontology#name","ladyfingers"
"http://example.com/ontology#A1G9_ING011","http://example.com/ontology#at_its_best","year-round"
"http://example.com/ontology#A1G9_ING011","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.com/ontology#Food"
"http://example.com/ontology#A1G9_ING011","http://example.com/ontology#produces","http://example.com/ontology#A1G9_REC008"
"http://example.com/ontology#A1G9_ING011","http://example.com/ontology#quantity","1 kilogram"
"http://example.com/ontology#A1G9_ING011","http://example.com/ontology#name","Beef"
"http://example.com/ontology#A2G8_MA111","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.com/ontology#Recipe"
"http://example.com/ontology#A2G8_MA111","http://example.com/ontology#occasion","autumn occasion"
"http://example.com/ontology#A2G8_MA111","http://example.com/ontology#serves","2 people"
"http://example.com/ontology#A2G8_MA111","http://example.com/ontology#diet","vegetarian"
"http://example.com/ontology#A2G8_MA111","http://example.com/ontology#name","roasted squash and quinoa bowl"
"http://example.com/ontology#A1G2_DIS008","http://example.com/ontology#stages","http://example.com/ontology#A1G2_Procedure003"
"http://example.com/ontology#A1G9_Dish002","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.com/ontology#Recipe"
"http://example.com/ontology#A1G9_Dish002","http://example.com/ontology#occasion","winter"
"http://example.com/ontology#A1G9_Dish002","http://example.com/ontology#serves","6 people"
"http://example.com/ontology#A1G9_Dish002","http://example.com/ontology#diet","gluten-free"
"http://example.com/ontology#A1G9_Dish002","http://example.com/ontology#name","Beef Stew"
"http://example.com/ontology#A0G8_ING001","http://example.com/ontology#at_its_best","summer"
"http://example.com/ontology#A0G8_ING001","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.com/ontology#Food"
"http://example.com/ontology#A0G8_ING001","http://example.com/ontology#produces","http://example.com/ontology#A0G8_REC001"
"http://example.com/ontology#A0G8_ING001","http://example.com/ontology#quantity","200 grams"
"http://example.com/ontology#A0G8_ING001","http://example.com/ontology#name","Tomato"
"http://example.com/ontology#A2G1_STAR006","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.com/ontology#Recipe"
"http://example.com/ontology#A2G1_STAR006","http://example.com/ontology#occasion","summer"
"http://example.com/ontology#A2G1_STAR006","http://example.com/ontology#cuisine","French"
"http://example.com/ontology#A2G1_STAR006","http://example.com/ontology#serves","4 people"
"http://example.com/ontology#A2G1_STAR006","http://example.com/ontology#diet","vegan"
"http://example.com/ontology#A2G1_STAR006","http://example.com/ontology#name","goat cheese and beetroot salad"
"http://example.com/ontology#A0G5_ST201","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.com/ontology#Recipe"
"http://example.com/ontology#A0G5_ST201","http://example.com/ontology#occasion","fall"
"http://example.com/ontology#A0G5_ST201","http://example.com/ontology#serves","4"
"http://example.com/ontology#A0G5_ST201","http://example.com/ontology#diet","vegan"
"http://example.com/ontology#A0G5_ST201","http://example.com/ontology#name","butternut squash soup"
"http://example.com/ontology#A0G1_P001","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.com/ontology#StageSequence"
"http://example.com/ontology#A0G1_P001","http://example.com/ontology#sequence","Boil the pasta, add the sauce, and mix in the basil."
"http://example.com/ontology#A2G10_Menu-MNU003","http://example.com/ontology#main_course","http://example.com/ontology#A2G10_Dish002"
"http://example.com/ontology#A0G7_PR104","http://www.w3.org/1999/02/22-rdf-syntax-ns#type","http://example.com/ontology#StageSequence"
"http://example.com/ontology#A0G7_PR104","http://example.com/ontology#sequence","marinate the ribs in a mixture of barbecue sauce, brown sugar, and smoked paprika, then slow-cook them in the oven at 150°C for about 3 hours"
